    time,      gen, pop_size, LTETOTAL, LTE000pe, LTE025pe, LTE050pe, LTE075pe, LTE100pe, DTETOTAL, DTE000pe, DTE025pe, DTE050pe, DTE075pe, DTE100pe, AUTONOMOUS_TOTAL, AUTONOMOUS000pe, AUTONOMOUS025pe, AUTONOMOUS050pe, AUTONOMOUS075pe, AUTONOMOUS100pe, NONAUTONOMOUS_TOTAL, NONAUTONOMOUS000pe, NONAUTONOMOUS025pe, NONAUTONOMOUS050pe, NONAUTONOMOUS075pe, NONAUTONOMOUS100pe, FIT000pe, FIT025pe, FIT050pe, FIT075pe, FIT100pe,  TEDEATH, COLLISIO, TOTAL_JU, LETHAL_J, DELETE_J, NEUTRA_J, BENEFI_J, GSIZE000, GSIZE025, GSIZE050, GSIZE075, GSIZE100, TELOC000, TELOC025, TELOC050, TELOC075, TELOC100, GELOC000, GELOC025, GELOC050, GELOC075, GELOC100, GENERIC_TOTAL, GENERIC000pe, GENERIC025pe, GENERIC050pe, GENERIC075pe, GENERIC100pe, ORF_TOTAL, ORF000pe, ORF025pe, ORF050pe, ORF075pe, ORF100pe, PROMOTER_TOTAL, PROMOTER000pe, PROMOTER025pe, PROMOTER050pe, PROMOTER075pe, PROMOTER100pe, ENHANCER_TOTAL, ENHANCER000pe, ENHANCER025pe, ENHANCER050pe, ENHANCER075pe, ENHANCER100pe
1769448902.8,        0,      300,      300,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,      300,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        0,        0,        0,        0,        0,        0,        0, 14509700, 14509700, 14509700, 14509700, 14509700,  5144865,  5144865,  5144865,  5144865,  5144865,  4964544,  9823044, 11697214, 13140178, 14479595,      300,        1,        1,        1,        1,        1,    94200,      314,      314,      314,      314,      314,    33600,      112,      112,      112,      112,      112,    22200,       74,       74,       74,       74,       74
1769449110.4,        0,       30,       30,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,       30,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        0,        0,        0,        0,        0,        0,        0,  1857300,  1857300,  1857300,  1857300,  1857300,   150308,   150308,   150308,   150308,   150308,   567797,  1136277,  1451235,  1671485,  2036309,       30,        1,        1,        1,        1,        1,     8970,      299,      299,      299,      299,      299,     3480,      116,      116,      116,      116,      116,     2550,       85,       85,       85,       85,       85
1769449425.7,        0,       30,       30,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,       30,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        0,        0,        0,        0,        0,        0,        0,  1846300,  1846300,  1846300,  1846300,  1846300,    89178,    89178,    89178,    89178,    89178,   610219,  1142649,  1417383,  1636557,  2067158,       30,        1,        1,        1,        1,        1,     9000,      300,      300,      300,      300,      300,     4140,      138,      138,      138,      138,      138,     1860,       62,       62,       62,       62,       62
1769449502.3,        0,       30,       30,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,       30,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        0,        0,        0,        0,        0,        0,        0,  1876300,  1876300,  1876300,  1876300,  1876300,   556003,   556003,   556003,   556003,   556003,   569758,  1160057,  1484920,  1701317,  2119802,       30,        1,        1,        1,        1,        1,     9660,      322,      322,      322,      322,      322,     3300,      110,      110,      110,      110,      110,     2040,       68,       68,       68,       68,       68
1769449818.8,        0,       30,       30,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,       30,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        0,        0,        0,        0,        0,        0,        0,  1855700,  1855700,  1855700,  1855700,  1855700,     8929,     8929,     8929,     8929,     8929,   594061,  1185671,  1424308,  1640181,  2030733,       30,        1,        1,        1,        1,        1,     9150,      305,      305,      305,      305,      305,     3900,      130,      130,      130,      130,      130,     1950,       65,       65,       65,       65,       65
1769450038.9,        0,      300,      300,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,      300,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        0,        0,        0,        0,        0,        0,        0, 14491400, 14491400, 14491400, 14491400, 14491400,  7197690,  7197690,  7197690,  7197690,  7197690,  5194273,  9709000, 11729354, 13280373, 14431967,      300,        1,        1,        1,        1,        1,    90300,      301,      301,      301,      301,      301,    39300,      131,      131,      131,      131,      131,    20400,       68,       68,       68,       68,       68
1769451092.8,        0,      300,      300,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,      300,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        0,        0,        0,        0,        0,        0,        0, 14498000, 14498000, 14498000, 14498000, 14498000,  5733255,  5733255,  5733255,  5733255,  5733255,  5284599,  9269380, 11228823, 12957584, 14450417,      300,        1,        1,        1,        1,        1,    91800,      306,      306,      306,      306,      306,    40800,      136,      136,      136,      136,      136,    17700,       59,       59,       59,       59,       59
1769451568.4,        0,       30,       30,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,       30,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        0,        0,        0,        0,        0,        0,        0,  1837000,  1837000,  1837000,  1837000,  1837000,   288382,   288382,   288382,   288382,   288382,   643969,  1131610,  1431000,  1659735,  2084909,       30,        1,        1,        1,        1,        1,     8760,      292,      292,      292,      292,      292,     4170,      139,      139,      139,      139,      139,     2070,       69,       69,       69,       69,       69
1769451704.5,        0,       30,       30,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       30,        1,        1,        1,        1,        1, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        0,        0,        0,        0,        0,        0,        0,  1876600,  1876600,  1876600,  1876600,  1876600,    55009,    55009,    55009,    55009,    55009,   502020,  1148271,  1474227,  1645637,  1909517,       30,        1,        1,        1,        1,        1,     9660,      322,      322,      322,      322,      322,     3420,      114,      114,      114,      114,      114,     1920,       64,       64,       64,       64,       64
1769451713.2,        1,       28,       13,        0,        0,        0,        1,        1,       15,        0,        0,        1,        1,        1,        0,        0,        0,        0,        0,        0,       13,        0,        0,        0,        1,        1, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,       33,        0,        0,        0,        0,        0,        0,  1876600,  1876600,  1876600,  1876600,  1876600,    55009,    55009,    55009,    55009,    55009,   502020,  1148271,  1474227,  1645637,  1909517,       13,        1,        1,        1,        1,        1,     9016,      322,      322,      322,      322,      322,     3192,      114,      114,      114,      114,      114,     1792,       64,       64,       64,       64,       64
1769451720.9,        2,       26,        7,        0,        0,        0,        0,        1,       19,        0,        0,        1,        1,        1,        0,        0,        0,        0,        0,        0,        7,        0,        0,        0,        0,        1, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,       11,        0,        0,        0,        0,        0,        0,  1876600,  1876600,  1876600,  1876600,  1876600,    55009,    55009,    55009,    55009,    55009,   502020,  1148271,  1474227,  1645637,  1909517,        7,        1,        1,        1,        1,        1,     8372,      322,      322,      322,      322,      322,     2964,      114,      114,      114,      114,      114,     1664,       64,       64,       64,       64,       64
1769451728.5,        3,       28,        3,        0,        0,        0,        0,        1,       25,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        3,        0,        0,        0,        0,        1, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        6,        0,        0,        0,        0,        0,        0,  1876600,  1876600,  1876600,  1876600,  1876600,    55009,    55009,    55009,    55009,    55009,   502020,  1148271,  1474227,  1645637,  1909517,        3,        1,        1,        1,        1,        1,     9016,      322,      322,      322,      322,      322,     3192,      114,      114,      114,      114,      114,     1792,       64,       64,       64,       64,       64
1769451736.3,        4,       32,        1,        0,        0,        0,        0,        1,       31,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        1, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        4,        0,        0,        0,        0,        0,        0,  1876600,  1876600,  1876600,  1876600,  1876600,    55009,    55009,    55009,    55009,    55009,   502020,  1148271,  1474227,  1645637,  1909517,        1,        1,        1,        1,        1,        1,    10304,      322,      322,      322,      322,      322,     3648,      114,      114,      114,      114,      114,     2048,       64,       64,       64,       64,       64
1769451745.1,        5,       33,        0,        0,        0,        0,        0,        0,       33,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        1,        0,        0,        0,        0,        0,        0,  1876600,  1876600,  1876600,  1876600,  1876600,        0,        0,        0,        0,        0,   502020,  1148271,  1474227,  1645637,  1909517,        0,        0,        0,        0,        0,        0,    10626,      322,      322,      322,      322,      322,     3762,      114,      114,      114,      114,      114,     2112,       64,       64,       64,       64,       64
1769451912.0,        0,      300,      300,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,      300,        1,        1,        1,        1,        1, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        0,        0,        0,        0,        0,        0,        0,  1836900,  1836900,  1836900,  1836900,  1836900,   335909,   335909,   335909,   335909,   335909,   531133,  1098626,  1443684,  1653459,  1901029,      300,        1,        1,        1,        1,        1,    90300,      301,      301,      301,      301,      301,    35700,      119,      119,      119,      119,      119,    24300,       81,       81,       81,       81,       81
1769451997.9,        1,      307,      152,        0,        0,        0,        1,        1,      155,        0,        0,        1,        1,        1,        0,        0,        0,        0,        0,        0,      152,        0,        0,        0,        1,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.100000,      295,        0,        0,        0,        0,        0,        0,  1836900,  1836900,  1836900,  1836900,  1836900,   335909,   335909,   335909,   335909,   335909,   531133,  1098626,  1443684,  1653459,  1901029,      152,        1,        1,        1,        1,        1,    92407,      301,      301,      301,      301,      301,    36533,      119,      119,      119,      119,      119,    24867,       81,       81,       81,       81,       81
1769452084.8,        2,      294,       71,        0,        0,        0,        0,        1,      223,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,       71,        0,        0,        0,        0,        1, 0.810000, 1.000000, 1.000000, 1.000000, 1.210000,      160,        0,        0,        0,        0,        0,        0,  1836900,  1836900,  1836900,  1836900,  1836900,   335909,   335909,   335909,   335909,   335909,   531133,  1098626,  1443684,  1653459,  1901029,       71,        1,        1,        1,        1,        1,    88494,      301,      301,      301,      301,      301,    34986,      119,      119,      119,      119,      119,    23814,       81,       81,       81,       81,       81
1769452169.1,        3,      322,       31,        0,        0,        0,        0,        1,      291,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,       31,        0,        0,        0,        0,        1, 0.810000, 1.000000, 1.000000, 1.000000, 1.331000,       77,        0,        0,        0,        0,        0,        0,  1836900,  1836900,  1836900,  1836900,  1836900,   335909,   335909,   335909,   335909,   335909,   531133,  1098626,  1443684,  1653459,  1901029,       31,        1,        1,        1,        1,        1,    96922,      301,      301,      301,      301,      301,    38318,      119,      119,      119,      119,      119,    26082,       81,       81,       81,       81,       81
1769452264.0,        4,      283,       15,        0,        0,        0,        0,        1,      268,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,       15,        0,        0,        0,        0,        1, 0.810000, 1.000000, 1.000000, 1.000000, 1.331000,       29,        0,        0,        0,        0,        0,        0,  1836900,  1836900,  1836900,  1836900,  1836900,   335909,   335909,   335909,   335909,   335909,   531133,  1098626,  1443684,  1653459,  1901029,       15,        1,        1,        1,        1,        1,    85183,      301,      301,      301,      301,      301,    33677,      119,      119,      119,      119,      119,    22923,       81,       81,       81,       81,       81
1769452347.7,        5,      302,       10,        0,        0,        0,        0,        1,      292,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,       10,        0,        0,        0,        0,        1, 0.810000, 0.990000, 1.000000, 1.075000, 1.331000,       11,        0,        0,        0,        0,        0,        0,  1836900,  1836900,  1836900,  1836900,  1836900,   335909,   335909,   335909,   335909,   335909,   531133,  1098626,  1443684,  1653459,  1901029,       10,        1,        1,        1,        1,        1,    90902,      301,      301,      301,      301,      301,    35938,      119,      119,      119,      119,      119,    24462,       81,       81,       81,       81,       81
1769452437.5,        6,      306,        6,        0,        0,        0,        0,        1,      300,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        6,        0,        0,        0,        0,        1, 0.810000, 0.922500, 1.000000, 1.100000, 1.464100,       10,        0,        0,        0,        0,        0,        0,  1836900,  1836900,  1836900,  1836900,  1836900,   335909,   335909,   335909,   335909,   335909,   531133,  1098626,  1443684,  1653459,  1901029,        6,        1,        1,        1,        1,        1,    92106,      301,      301,      301,      301,      301,    36414,      119,      119,      119,      119,      119,    24786,       81,       81,       81,       81,       81
1769452528.2,        7,      308,        3,        0,        0,        0,        0,        1,      305,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        3,        0,        0,        0,        0,        1, 0.729000, 0.960075, 1.000000, 1.100000, 1.610510,        7,        0,        0,        0,        0,        0,        0,  1836900,  1836900,  1836900,  1836900,  1836900,   335909,   335909,   335909,   335909,   335909,   531133,  1098626,  1443684,  1653459,  1901029,        3,        1,        1,        1,        1,        1,    92708,      301,      301,      301,      301,      301,    36652,      119,      119,      119,      119,      119,    24948,       81,       81,       81,       81,       81
1769452619.0,        8,      307,        2,        0,        0,        0,        0,        1,      305,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        1, 0.801900, 0.990000, 1.000000, 1.100000, 1.610510,        3,        0,        0,        0,        0,        0,        0,  1836900,  1836900,  1836900,  1836900,  1836900,   335909,   335909,   335909,   335909,   335909,   531133,  1098626,  1443684,  1653459,  1901029,        2,        1,        1,        1,        1,        1,    92407,      301,      301,      301,      301,      301,    36533,      119,      119,      119,      119,      119,    24867,       81,       81,       81,       81,       81
1769452709.7,        9,      315,        1,        0,        0,        0,        0,        1,      314,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        1, 0.729000, 0.990000, 1.000000, 1.100000, 1.610510,        2,        0,        0,        0,        0,        0,        0,  1836900,  1836900,  1836900,  1836900,  1836900,   335909,   335909,   335909,   335909,   335909,   531133,  1098626,  1443684,  1653459,  1901029,        1,        1,        1,        1,        1,        1,    94815,      301,      301,      301,      301,      301,    37485,      119,      119,      119,      119,      119,    25515,       81,       81,       81,       81,       81
1769452802.5,       10,      289,        0,        0,        0,        0,        0,        0,      289,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 0.729000, 0.990000, 1.000000, 1.100000, 1.610510,        2,        0,        0,        0,        0,        0,        0,  1836900,  1836900,  1836900,  1836900,  1836900,        0,        0,        0,        0,        0,   531133,  1098626,  1443684,  1653459,  1901029,        0,        0,        0,        0,        0,        0,    86989,      301,      301,      301,      301,      301,    34391,      119,      119,      119,      119,      119,    23409,       81,       81,       81,       81,       81
1769453113.1,        0,       30,       30,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       30,        1,        1,        1,        1,        1, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        0,        0,        0,        0,        0,        0,        0, 14504700, 14504700, 14504700, 14504700, 14504700,  6228831,  6228831,  6228831,  6228831,  6228831,  5491819,  9628475, 11647196, 13028679, 14805112,       30,        1,        1,        1,        1,        1,     9210,      307,      307,      307,      307,      307,     3900,      130,      130,      130,      130,      130,     1920,       64,       64,       64,       64,       64
1769453121.5,        1,       31,       16,        0,        0,        1,        1,        1,       15,        0,        0,        0,        1,        1,        0,        0,        0,        0,        0,        0,       16,        0,        0,        1,        1,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.000000,       28,        0,        0,        0,        0,        0,        0, 14504700, 14504700, 14504700, 14504700, 14504700,  6228831,  6228831,  6228831,  6228831,  6228831,  5491819,  9628475, 11647196, 13028679, 14805112,       16,        1,        1,        1,        1,        1,     9517,      307,      307,      307,      307,      307,     4030,      130,      130,      130,      130,      130,     1984,       64,       64,       64,       64,       64
1769453130.0,        2,       28,        7,        0,        0,        0,        0,        1,       21,        0,        0,        1,        1,        1,        0,        0,        0,        0,        0,        0,        7,        0,        0,        0,        0,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.000000,       17,        0,        0,        0,        0,        0,        0, 14504700, 14504700, 14504700, 14504700, 14504700,  6228831,  6228831,  6228831,  6228831,  6228831,  5491819,  9628475, 11647196, 13028679, 14805112,        7,        1,        1,        1,        1,        1,     8596,      307,      307,      307,      307,      307,     3640,      130,      130,      130,      130,      130,     1792,       64,       64,       64,       64,       64
1769453137.6,        3,       29,        5,        0,        0,        0,        0,        1,       24,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        5,        0,        0,        0,        0,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.000000,        7,        0,        0,        0,        0,        0,        0, 14504700, 14504700, 14504700, 14504700, 14504700,  6228831,  6228831,  6228831,  6228831,  6228831,  5491819,  9628475, 11647196, 13028679, 14805112,        5,        1,        1,        1,        1,        1,     8903,      307,      307,      307,      307,      307,     3770,      130,      130,      130,      130,      130,     1856,       64,       64,       64,       64,       64
1769453145.3,        4,       30,        2,        0,        0,        0,        0,        1,       28,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.000000,        6,        0,        0,        0,        0,        0,        0, 14504700, 14504700, 14504700, 14504700, 14504700,  6228831,  6228831,  6228831,  6228831,  6228831,  5491819,  9628475, 11647196, 13028679, 14805112,        2,        1,        1,        1,        1,        1,     9210,      307,      307,      307,      307,      307,     3900,      130,      130,      130,      130,      130,     1920,       64,       64,       64,       64,       64
1769453153.5,        5,       25,        0,        0,        0,        0,        0,        0,       25,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        3,        0,        0,        0,        0,        0,        0, 14504700, 14504700, 14504700, 14504700, 14504700,        0,        0,        0,        0,        0,  5491819,  9628475, 11647196, 13028679, 14805112,        0,        0,        0,        0,        0,        0,     7675,      307,      307,      307,      307,      307,     3250,      130,      130,      130,      130,      130,     1600,       64,       64,       64,       64,       64
1769460686.3,        0,      300,      300,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,      300,        1,        1,        1,        1,        1, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000,        0,        0,        0,        0,        0,        0,        0, 14495200, 14495200, 14495200, 14495200, 14495200,  2178988,  2178988,  2178988,  2178988,  2178988,  4840608,  9499800, 11406336, 13075508, 14464919,      300,        1,        1,        1,        1,        1,    89700,      299,      299,      299,      299,      299,    39900,      133,      133,      133,      133,      133,    20400,       68,       68,       68,       68,       68
1769460774.0,        1,      320,      154,        0,        0,        0,        1,        1,      166,        0,        0,        1,        1,        1,        0,        0,        0,        0,        0,        0,      154,        0,        0,        0,        1,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.100000,      317,        0,        0,        0,        0,        0,        0, 14495200, 14495200, 14495200, 14495200, 14495200,  2178988,  2178988,  2178988,  2178988,  2178988,  4840608,  9499800, 11406336, 13075508, 14464919,      154,        1,        1,        1,        1,        1,    95680,      299,      299,      299,      299,      299,    42560,      133,      133,      133,      133,      133,    21760,       68,       68,       68,       68,       68
1769460869.0,        2,      316,       80,        0,        0,        0,        1,        1,      236,        0,        0,        1,        1,        1,        0,        0,        0,        0,        0,        0,       80,        0,        0,        0,        1,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.100000,      153,        0,        0,        0,        0,        0,        0, 14495200, 14495200, 14495200, 14495200, 14495200,  2178988,  2178988,  2178988,  2178988,  2178988,  4840608,  9499800, 11406336, 13075508, 14464919,       80,        1,        1,        1,        1,        1,    94484,      299,      299,      299,      299,      299,    42028,      133,      133,      133,      133,      133,    21488,       68,       68,       68,       68,       68
1769460964.1,        3,      290,       42,        0,        0,        0,        0,        1,      248,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,       42,        0,        0,        0,        0,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.100000,       75,        0,        0,        0,        0,        0,        0, 14495200, 14495200, 14495200, 14495200, 14495200,  2178988,  2178988,  2178988,  2178988,  2178988,  4840608,  9499800, 11406336, 13075508, 14464919,       42,        1,        1,        1,        1,        1,    86710,      299,      299,      299,      299,      299,    38570,      133,      133,      133,      133,      133,    19720,       68,       68,       68,       68,       68
1769461051.3,        4,      309,       17,        0,        0,        0,        0,        1,      292,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,       17,        0,        0,        0,        0,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.100000,       49,        0,        0,        0,        0,        0,        0, 14495200, 14495200, 14495200, 14495200, 14495200,  2178988,  2178988,  2178988,  2178988,  2178988,  4840608,  9499800, 11406336, 13075508, 14464919,       17,        1,        1,        1,        1,        1,    92391,      299,      299,      299,      299,      299,    41097,      133,      133,      133,      133,      133,    21012,       68,       68,       68,       68,       68
1769461140.5,        5,      313,       11,        0,        0,        0,        0,        1,      302,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,       11,        0,        0,        0,        0,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.100000,        9,        0,        0,        0,        0,        0,        0, 14495200, 14495200, 14495200, 14495200, 14495200,  2178988,  2178988,  2178988,  2178988,  2178988,  4840608,  9499800, 11406336, 13075508, 14464919,       11,        1,        1,        1,        1,        1,    93587,      299,      299,      299,      299,      299,    41629,      133,      133,      133,      133,      133,    21284,       68,       68,       68,       68,       68
1769461231.2,        6,      305,        8,        0,        0,        0,        0,        1,      297,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        8,        0,        0,        0,        0,        1, 0.810000, 1.000000, 1.000000, 1.000000, 1.100000,       10,        0,        0,        0,        0,        0,        0, 14495200, 14495200, 14495200, 14495200, 14495200,  2178988,  2178988,  2178988,  2178988,  2178988,  4840608,  9499800, 11406336, 13075508, 14464919,        8,        1,        1,        1,        1,        1,    91195,      299,      299,      299,      299,      299,    40565,      133,      133,      133,      133,      133,    20740,       68,       68,       68,       68,       68
1769461321.3,        7,      306,        5,        0,        0,        0,        0,        1,      301,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        5,        0,        0,        0,        0,        1, 0.810000, 1.000000, 1.000000, 1.000000, 1.100000,        6,        0,        0,        0,        0,        0,        0, 14495200, 14495200, 14495200, 14495200, 14495200,  2178988,  2178988,  2178988,  2178988,  2178988,  4840608,  9499800, 11406336, 13075508, 14464919,        5,        1,        1,        1,        1,        1,    91494,      299,      299,      299,      299,      299,    40698,      133,      133,      133,      133,      133,    20808,       68,       68,       68,       68,       68
1769461411.8,        8,      305,        4,        0,        0,        0,        0,        1,      301,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        4,        0,        0,        0,        0,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.100000,        4,        0,        0,        0,        0,        0,        0, 14495200, 14495200, 14495200, 14495200, 14495200,  2178988,  2178988,  2178988,  2178988,  2178988,  4840608,  9499800, 11406336, 13075508, 14464919,        4,        1,        1,        1,        1,        1,    91195,      299,      299,      299,      299,      299,    40565,      133,      133,      133,      133,      133,    20740,       68,       68,       68,       68,       68
1769461504.0,        9,      286,        2,        0,        0,        0,        0,        1,      284,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.100000,        3,        0,        0,        0,        0,        0,        0, 14495200, 14495200, 14495200, 14495200, 14495200,  2178988,  2178988,  2178988,  2178988,  2178988,  4840608,  9499800, 11406336, 13075508, 14464919,        2,        1,        1,        1,        1,        1,    85514,      299,      299,      299,      299,      299,    38038,      133,      133,      133,      133,      133,    19448,       68,       68,       68,       68,       68
1769461589.2,       10,      299,        2,        0,        0,        0,        0,        1,      297,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.100000,        2,        0,        0,        0,        0,        0,        0, 14495200, 14495200, 14495200, 14495200, 14495200,  2178988,  2178988,  2178988,  2178988,  2178988,  4840608,  9499800, 11406336, 13075508, 14464919,        2,        1,        1,        1,        1,        1,    89401,      299,      299,      299,      299,      299,    39767,      133,      133,      133,      133,      133,    20332,       68,       68,       68,       68,       68
1769461680.3,       11,      288,        2,        0,        0,        0,        0,        1,      286,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.100000,        2,        0,        0,        0,        0,        0,        0, 14495200, 14495200, 14495200, 14495200, 14495200,  2178988,  2178988,  2178988,  2178988,  2178988,  4840608,  9499800, 11406336, 13075508, 14464919,        2,        1,        1,        1,        1,        1,    86112,      299,      299,      299,      299,      299,    38304,      133,      133,      133,      133,      133,    19584,       68,       68,       68,       68,       68
1769461765.7,       12,      283,        1,        0,        0,        0,        0,        1,      282,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.100000,        2,        0,        0,        0,        0,        0,        0, 14495200, 14495200, 14495200, 14495200, 14495200,  2178988,  2178988,  2178988,  2178988,  2178988,  4840608,  9499800, 11406336, 13075508, 14464919,        1,        1,        1,        1,        1,        1,    84617,      299,      299,      299,      299,      299,    37639,      133,      133,      133,      133,      133,    19244,       68,       68,       68,       68,       68
1769461848.9,       13,      281,        1,        0,        0,        0,        0,        1,      280,        0,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        1, 0.900000, 1.000000, 1.000000, 1.000000, 1.100000,        1,        0,        0,        0,        0,        0,        0, 14495200, 14495200, 14495200, 14495200, 14495200,  2178988,  2178988,  2178988,  2178988,  2178988,  4840608,  9499800, 11406336, 13075508, 14464919,        1,        1,        1,        1,        1,        1,    84019,      299,      299,      299,      299,      299,    37373,      133,      133,      133,      133,      133,    19108,       68,       68,       68,       68,       68
1769461932.7,       14,      316,        0,        0,        0,        0,        0,        0,      316,        1,        1,        1,        1,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0, 0.900000, 1.000000, 1.000000, 1.000000, 1.100000,        1,        0,        0,        0,        0,        0,        0, 14495200, 14495200, 14495200, 14495200, 14495200,        0,        0,        0,        0,        0,  4840608,  9499800, 11406336, 13075508, 14464919,        0,        0,        0,        0,        0,        0,    94484,      299,      299,      299,      299,      299,    42028,      133,      133,      133,      133,      133,    21488,       68,       68,       68,       68,       68
