condition_code,run,seed,scientific_status,final_generation,final_population_size,latest_checkpoint,latest_checkpoint_generation,provenance_file,git_commit
HHLLLLL-LL,2,2732313655439462651,host_extinction,6,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHLLLLL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHLLLLL-LL,3,12405926866360288331,host_extinction,6,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHLLLLL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HHLLLLL-Z,1,5729860774918049878,host_extinction,5,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HHLLLLL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHLLLLL-Z,2,13038426345799323475,host_extinction,5,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HHLLLLL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HHLLLLL-Z,3,5463065346683670505,host_extinction,6,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HHLLLLL-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHHHH-HH,1,8555554709521838133,host_extinction,11,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHH-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHH-HH,2,13150085821810585463,te_extinction,821,318,state-002-001-0000800.gz,800,TE-Interaction-Experiments/HLHHHHH-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHH-HH,3,9357334607009658117,te_extinction,424,310,state-003-001-0000400.gz,400,TE-Interaction-Experiments/HLHHHHH-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHH-HL,1,4099808483953818719,te_extinction,737,290,state-001-001-0000700.gz,700,TE-Interaction-Experiments/HLHHHHH-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHH-HL,2,2540635065420121098,te_extinction,320,296,state-002-001-0000300.gz,300,TE-Interaction-Experiments/HLHHHHH-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHH-HL,3,17380215045320360802,host_extinction,7,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHH-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHH-LH,1,9717318587332239779,host_extinction,7,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHH-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHH-LH,2,13166182664214849381,te_extinction,578,311,state-002-001-0000550.gz,550,TE-Interaction-Experiments/HLHHHHH-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHH-LH,3,11115541215256740135,te_extinction,585,280,state-003-001-0000550.gz,550,TE-Interaction-Experiments/HLHHHHH-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHH-LL,1,7009951022095076159,te_extinction,229,296,state-001-001-0000200.gz,200,TE-Interaction-Experiments/HLHHHHH-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHH-LL,2,8549824596792429741,te_extinction,385,300,state-002-001-0000350.gz,350,TE-Interaction-Experiments/HLHHHHH-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHH-LL,3,1430035444472250048,te_extinction,111,293,state-003-001-0000100.gz,100,TE-Interaction-Experiments/HLHHHHH-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHH-Z,1,16295377730703794264,te_extinction,7,13,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHH-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHHHH-Z,2,7124338126413568115,te_extinction,7,9,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHH-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHHHH-Z,3,14889387566630772691,te_extinction,7,22,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHH-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHHHL-HH,1,5285365335701478011,host_extinction,11,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHL-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHL-HH,2,13738753011653242941,host_extinction,9,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHL-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHL-HH,3,13986810191497310563,host_extinction,7,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHL-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHL-HL,1,1982322436685571672,host_extinction,6,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHL-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHL-HL,2,9067819645049205735,host_extinction,7,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHL-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHL-HL,3,15457020281318829110,host_extinction,7,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHL-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHL-LH,1,10937611737910071566,host_extinction,7,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHL-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHL-LH,2,10613322398932215888,te_extinction,109,28,state-002-001-0000100.gz,100,TE-Interaction-Experiments/HLHHHHL-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHL-LH,3,13795619403651967063,te_extinction,241,35,state-003-001-0000200.gz,200,TE-Interaction-Experiments/HLHHHHL-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHL-LL,1,13756514452710202280,host_extinction,6,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHL-LL,2,11903380866967320635,te_extinction,375,31,state-002-001-0000350.gz,350,TE-Interaction-Experiments/HLHHHHL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHL-LL,3,2530736882220958219,host_extinction,7,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHHL-Z,1,4867252123259316017,host_extinction,6,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHHHL-Z,2,17906676678897281413,host_extinction,6,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHHHL-Z,3,4601817636378451632,host_extinction,6,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHHL-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHHLH-HH,1,16350400258037748651,te_extinction,457,304,state-001-001-0000450.gz,450,TE-Interaction-Experiments/HLHHHLH-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLH-HH,2,8718933093667884757,te_extinction,1122,305,state-002-001-0001100.gz,1100,TE-Interaction-Experiments/HLHHHLH-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLH-HH,3,16203274392726073735,host_extinction,9,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLH-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLH-HL,1,3426940572234672737,te_extinction,545,295,state-001-001-0000500.gz,500,TE-Interaction-Experiments/HLHHHLH-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLH-HL,2,14685636749275329660,te_extinction,437,285,state-002-001-0000400.gz,400,TE-Interaction-Experiments/HLHHHLH-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLH-HL,3,297618192077799719,te_extinction,282,303,state-003-001-0000250.gz,250,TE-Interaction-Experiments/HLHHHLH-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLH-LH,1,14277816864092266261,te_extinction,965,292,state-001-001-0000950.gz,950,TE-Interaction-Experiments/HLHHHLH-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLH-LH,2,748578765099144492,te_extinction,834,302,state-002-001-0000800.gz,800,TE-Interaction-Experiments/HLHHHLH-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLH-LH,3,3505219060398902450,te_extinction,490,302,state-003-001-0000450.gz,450,TE-Interaction-Experiments/HLHHHLH-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLH-LL,1,6933459074242062178,host_extinction,7,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLH-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLH-LL,2,12595503780680823589,te_extinction,945,300,state-002-001-0000900.gz,900,TE-Interaction-Experiments/HLHHHLH-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLH-LL,3,15301347106147915019,te_extinction,284,295,state-003-001-0000250.gz,250,TE-Interaction-Experiments/HLHHHLH-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLH-Z,1,2877346697392883486,te_extinction,6,19,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLH-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHHLH-Z,2,13904345759867992978,te_extinction,6,11,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLH-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHHLH-Z,3,11490397086826085362,te_extinction,6,26,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLH-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHHLL-HH,1,17289437124029401088,host_extinction,7,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLL-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLL-HH,2,15388826139651940407,host_extinction,8,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLL-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLL-HH,3,12710930736394115935,host_extinction,7,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLL-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLL-HL,1,5312255020735226886,te_extinction,163,27,state-001-001-0000150.gz,150,TE-Interaction-Experiments/HLHHHLL-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLL-HL,2,10068701104369318988,te_extinction,188,37,state-002-001-0000150.gz,150,TE-Interaction-Experiments/HLHHHLL-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLL-HL,3,3982750285825663276,host_extinction,6,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLL-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLL-LH,1,2836081233038326530,host_extinction,6,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLL-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLL-LH,2,15682395241406022849,host_extinction,6,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLL-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLL-LH,3,1213375607079137833,te_extinction,586,27,state-003-001-0000550.gz,550,TE-Interaction-Experiments/HLHHHLL-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLL-LL,1,10437616327678799070,host_extinction,6,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLL-LL,2,18222357413184185391,host_extinction,6,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLL-LL,3,8322421861961549599,host_extinction,6,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHHLL-Z,1,16185519344212482496,host_extinction,6,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHHLL-Z,2,12362010480199739582,te_extinction,6,14,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHHLL-Z,3,15650023144532800707,te_extinction,6,3,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHHLL-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHLHH-HH,1,13553652936205749210,te_extinction,545,295,state-001-001-0000500.gz,500,TE-Interaction-Experiments/HLHHLHH-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHH-HH,2,9423111680453085597,te_extinction,171,289,state-002-001-0000150.gz,150,TE-Interaction-Experiments/HLHHLHH-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHH-HH,3,296278167348014028,host_extinction,8,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLHH-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHH-HL,1,11711851237255347691,te_extinction,136,316,state-001-001-0000100.gz,100,TE-Interaction-Experiments/HLHHLHH-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHH-HL,2,10021673623038851955,te_extinction,285,292,state-002-001-0000250.gz,250,TE-Interaction-Experiments/HLHHLHH-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHH-HL,3,1648155452046468848,te_extinction,511,320,state-003-001-0000500.gz,500,TE-Interaction-Experiments/HLHHLHH-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHH-LH,1,9129226910689175299,host_extinction,5,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLHH-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHH-LH,2,730998687581927345,te_extinction,448,299,state-002-001-0000400.gz,400,TE-Interaction-Experiments/HLHHLHH-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHH-LH,3,1681289957258301331,te_extinction,491,309,state-003-001-0000450.gz,450,TE-Interaction-Experiments/HLHHLHH-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHH-LL,1,11034354959500416725,te_extinction,171,315,state-001-001-0000150.gz,150,TE-Interaction-Experiments/HLHHLHH-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHH-LL,2,8701611066572888837,te_extinction,130,281,state-002-001-0000100.gz,100,TE-Interaction-Experiments/HLHHLHH-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHH-LL,3,925653465575062089,te_extinction,232,312,state-003-001-0000200.gz,200,TE-Interaction-Experiments/HLHHLHH-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHH-Z,1,13739631403583290164,te_extinction,5,24,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLHH-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHLHH-Z,2,14818681571273024370,host_extinction,5,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLHH-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHLHH-Z,3,17190368211231943955,te_extinction,5,42,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLHH-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHLHL-HH,1,4219561815551167375,te_extinction,418,26,state-001-001-0000400.gz,400,TE-Interaction-Experiments/HLHHLHL-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHL-HH,2,13546475892174475539,te_extinction,134,33,state-002-001-0000100.gz,100,TE-Interaction-Experiments/HLHHLHL-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHL-HH,3,17969031066417675908,host_extinction,5,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLHL-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHL-HL,1,10340848208062904313,host_extinction,5,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLHL-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHL-HL,2,3500387255391507496,host_extinction,4,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLHL-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHL-HL,3,12222548644291497864,te_extinction,59,28,state-003-001-0000050.gz,50,TE-Interaction-Experiments/HLHHLHL-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHL-LH,1,6073251218972478252,host_extinction,4,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLHL-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHL-LH,2,7334599670897149314,host_extinction,6,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLHL-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHL-LH,3,849974573195135063,host_extinction,5,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLHL-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHL-LL,1,340719840980123703,te_extinction,194,33,state-001-001-0000150.gz,150,TE-Interaction-Experiments/HLHHLHL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHL-LL,2,1335780799602411215,host_extinction,4,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLHL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHL-LL,3,4585539955892859214,te_extinction,169,34,state-003-001-0000150.gz,150,TE-Interaction-Experiments/HLHHLHL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLHL-Z,1,9427768503820078685,host_extinction,5,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLHL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHLHL-Z,2,13293411013377023874,host_extinction,4,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLHL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHLHL-Z,3,12623513676431258508,host_extinction,5,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLHL-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHLLH-HH,1,2338467837822280200,te_extinction,278,300,state-001-001-0000250.gz,250,TE-Interaction-Experiments/HLHHLLH-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLH-HH,2,11225750003011478554,te_extinction,388,294,state-002-001-0000350.gz,350,TE-Interaction-Experiments/HLHHLLH-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLH-HH,3,1856713285896947692,te_extinction,824,320,state-003-001-0000800.gz,800,TE-Interaction-Experiments/HLHHLLH-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLH-HL,1,17609771938563479593,host_extinction,7,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLH-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLH-HL,2,14797423385744854447,te_extinction,468,273,state-002-001-0000450.gz,450,TE-Interaction-Experiments/HLHHLLH-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLH-HL,3,3897821093148951216,te_extinction,501,299,state-003-001-0000500.gz,500,TE-Interaction-Experiments/HLHHLLH-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLH-LH,1,8113463398931681629,te_extinction,615,310,state-001-001-0000600.gz,600,TE-Interaction-Experiments/HLHHLLH-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLH-LH,2,15863105632246814749,te_extinction,328,286,state-002-001-0000300.gz,300,TE-Interaction-Experiments/HLHHLLH-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLH-LH,3,5582769914819847402,te_extinction,516,288,state-003-001-0000500.gz,500,TE-Interaction-Experiments/HLHHLLH-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLH-LL,1,13232078907783014806,te_extinction,320,299,state-001-001-0000300.gz,300,TE-Interaction-Experiments/HLHHLLH-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLH-LL,2,10820816695606378152,te_extinction,330,309,state-002-001-0000300.gz,300,TE-Interaction-Experiments/HLHHLLH-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLH-LL,3,17215642717347852606,host_extinction,5,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLH-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLH-Z,1,1082163947939865240,te_extinction,5,9,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLH-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHLLH-Z,2,14325505400414463135,te_extinction,5,8,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLH-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHLLH-Z,3,17674923300576800941,te_extinction,5,9,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLH-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHLLL-HH,1,11293968666223487050,te_extinction,579,31,state-001-001-0000550.gz,550,TE-Interaction-Experiments/HLHHLLL-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLL-HH,2,16139094311855577569,host_extinction,6,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLL-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLL-HH,3,17663340266669980782,te_extinction,307,31,state-003-001-0000300.gz,300,TE-Interaction-Experiments/HLHHLLL-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLL-HL,1,12488968039471927976,host_extinction,5,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLL-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLL-HL,2,18124306161251463795,host_extinction,4,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLL-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLL-HL,3,11826137737870223083,host_extinction,5,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLL-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLL-LH,1,7700336224592249236,host_extinction,4,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLL-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLL-LH,2,13097148006336499322,host_extinction,4,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLL-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLL-LH,3,17412835710730148856,host_extinction,5,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLL-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLL-LL,1,13695556520832838938,te_extinction,121,21,state-001-001-0000100.gz,100,TE-Interaction-Experiments/HLHHLLL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLL-LL,2,8816907446602032837,host_extinction,5,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLL-LL,3,12072632037735509891,host_extinction,4,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
HLHHLLL-Z,1,5773048787540275994,host_extinction,4,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHLLL-Z,2,716734433603124008,host_extinction,5,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHHLLL-Z,3,10288364847355685632,te_extinction,5,5,state-003-001-0000000.gz,0,TE-Interaction-Experiments/HLHHLLL-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
HLHLHHH-HH,1,1411920860961383791,maximum_generations,1500,315,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/HLHLHHH-HH/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HLHLHHH-HH,2,12619730943704193743,maximum_generations,1500,324,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/HLHLHHH-HH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HLHLHHH-HH,3,9474305979165810443,checkpointed,1486,280,state-003-002-0001486.gz,1486,TE-Interaction-Experiments/HLHLHHH-HH/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HLHLHHH-HL,1,5035363645066369532,maximum_generations,1500,293,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/HLHLHHH-HL/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
HLHLHHH-HL,2,16601132329058437398,maximum_generations,1500,290,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/HLHLHHH-HL/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
