condition_code,run,seed,scientific_status,final_generation,final_population_size,latest_checkpoint,latest_checkpoint_generation,provenance_file,git_commit
LLHHHHL-HL,2,14264985293451612114,host_extinction,9,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHHL-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHHL-HL,3,7186199923156681110,host_extinction,9,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHHL-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHHL-LH,1,5284947623408969038,te_extinction,647,27,state-001-001-0000600.gz,600,TE-Interaction-Experiments/LLHHHHL-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHHL-LH,2,11515518861367798831,host_extinction,13,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHHL-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHHL-LH,3,5382427187625584816,host_extinction,8,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHHL-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHHL-LL,1,6502855274642845384,host_extinction,7,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHHL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHHL-LL,2,18307910657524813111,host_extinction,9,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHHL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHHL-LL,3,17022637212815776553,host_extinction,7,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHHL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHHL-Z,1,4573083992382142837,host_extinction,7,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHHL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHHHL-Z,2,7267308936592623537,host_extinction,8,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHHL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHHHL-Z,3,17266714184364213867,host_extinction,9,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHHL-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHHLH-HH,1,2367703389712638026,te_extinction,295,311,state-001-001-0000250.gz,250,TE-Interaction-Experiments/LLHHHLH-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLH-HH,2,16185751247379845024,te_extinction,425,297,state-002-001-0000400.gz,400,TE-Interaction-Experiments/LLHHHLH-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLH-HH,3,7985772866970211552,te_extinction,736,302,state-003-001-0000700.gz,700,TE-Interaction-Experiments/LLHHHLH-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLH-HL,1,14238674137988324611,te_extinction,552,298,state-001-001-0000550.gz,550,TE-Interaction-Experiments/LLHHHLH-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLH-HL,2,13849912604315429753,host_extinction,12,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLH-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLH-HL,3,18102789134512568427,te_extinction,551,306,state-003-001-0000550.gz,550,TE-Interaction-Experiments/LLHHHLH-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLH-LH,1,9100082836632366676,te_extinction,289,305,state-001-001-0000250.gz,250,TE-Interaction-Experiments/LLHHHLH-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLH-LH,2,6267236797211943796,te_extinction,658,297,state-002-001-0000650.gz,650,TE-Interaction-Experiments/LLHHHLH-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLH-LH,3,2949616425237375666,te_extinction,485,279,state-003-001-0000450.gz,450,TE-Interaction-Experiments/LLHHHLH-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLH-LL,1,2491616563788996477,te_extinction,293,277,state-001-001-0000250.gz,250,TE-Interaction-Experiments/LLHHHLH-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLH-LL,2,1120482512066810576,te_extinction,375,300,state-002-001-0000350.gz,350,TE-Interaction-Experiments/LLHHHLH-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLH-LL,3,8322451547217814479,te_extinction,564,304,state-003-001-0000550.gz,550,TE-Interaction-Experiments/LLHHHLH-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLH-Z,1,16702458739409642940,host_extinction,9,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLH-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHHLH-Z,2,2225724287899110577,te_extinction,12,106,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLH-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHHLH-Z,3,8291914828148447630,te_extinction,10,157,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLH-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHHLL-HH,1,7719610294310647063,host_extinction,14,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLL-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLL-HH,2,4878402972531088403,host_extinction,16,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLL-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLL-HH,3,1570835301794773858,host_extinction,11,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLL-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLL-HL,1,11038950077908980012,host_extinction,9,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLL-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLL-HL,2,5373682137358884746,host_extinction,9,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLL-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLL-HL,3,7551863572395678750,host_extinction,10,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLL-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLL-LH,1,8553771434254683830,host_extinction,8,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLL-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLL-LH,2,5853867887573989503,host_extinction,8,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLL-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLL-LH,3,4618315910232910563,host_extinction,12,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLL-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLL-LL,1,8395010209958745990,host_extinction,8,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLL-LL,2,14342000780098057419,te_extinction,476,31,state-002-001-0000450.gz,450,TE-Interaction-Experiments/LLHHHLL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLL-LL,3,186687779286263165,host_extinction,8,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHHLL-Z,1,14924539610448190312,te_extinction,7,14,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHHLL-Z,2,16117630801558807827,host_extinction,8,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHHLL-Z,3,16856428623315662505,host_extinction,8,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHHLL-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHLHH-HH,1,8327766643564294810,te_extinction,450,285,state-001-001-0000400.gz,400,TE-Interaction-Experiments/LLHHLHH-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHH-HH,2,15956305082075836085,te_extinction,571,306,state-002-001-0000550.gz,550,TE-Interaction-Experiments/LLHHLHH-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHH-HH,3,1447374103844332897,te_extinction,193,312,state-003-001-0000150.gz,150,TE-Interaction-Experiments/LLHHLHH-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHH-HL,1,1078628104916499550,te_extinction,238,294,state-001-001-0000200.gz,200,TE-Interaction-Experiments/LLHHLHH-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHH-HL,2,2034302492794064813,te_extinction,1004,301,state-002-001-0001000.gz,1000,TE-Interaction-Experiments/LLHHLHH-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHH-HL,3,1407815333968482522,te_extinction,554,299,state-003-001-0000550.gz,550,TE-Interaction-Experiments/LLHHLHH-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHH-LH,1,14644136834955028272,te_extinction,709,311,state-001-001-0000700.gz,700,TE-Interaction-Experiments/LLHHLHH-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHH-LH,2,6739770029392030680,te_extinction,938,311,state-002-001-0000900.gz,900,TE-Interaction-Experiments/LLHHLHH-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHH-LH,3,8160760341630235842,te_extinction,1317,295,state-003-001-0001300.gz,1300,TE-Interaction-Experiments/LLHHLHH-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHH-LL,1,7459056114657110959,te_extinction,166,304,state-001-001-0000150.gz,150,TE-Interaction-Experiments/LLHHLHH-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHH-LL,2,13808504188149919003,te_extinction,555,270,state-002-001-0000550.gz,550,TE-Interaction-Experiments/LLHHLHH-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHH-LL,3,14096823755367082815,host_extinction,8,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHH-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHH-Z,1,5074906680780213671,te_extinction,9,172,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHH-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHLHH-Z,2,4235872239236005141,te_extinction,7,45,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHH-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHLHH-Z,3,17646032452963271844,te_extinction,9,158,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHH-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHLHL-HH,1,6419525344816539254,host_extinction,7,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHL-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHL-HH,2,889367872272127930,host_extinction,9,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHL-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHL-HH,3,11696389513074228590,host_extinction,7,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHL-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHL-HL,1,18408126066692676627,host_extinction,7,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHL-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHL-HL,2,9537902858952059965,host_extinction,6,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHL-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHL-HL,3,6766044813560461594,host_extinction,6,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHL-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHL-LH,1,2533773647073982703,host_extinction,6,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHL-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHL-LH,2,8857712199174242998,host_extinction,7,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHL-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHL-LH,3,11233541007108004593,host_extinction,6,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHL-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHL-LL,1,13142647888615731707,host_extinction,6,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHL-LL,2,16454848765366137695,te_extinction,68,26,state-002-001-0000050.gz,50,TE-Interaction-Experiments/LLHHLHL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHL-LL,3,8857258652999314913,host_extinction,6,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLHL-Z,1,6316890269091799883,host_extinction,6,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHLHL-Z,2,383189788308063718,host_extinction,8,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHLHL-Z,3,13565538979390342295,host_extinction,5,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLHL-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHLLH-HH,1,5811956275079823701,te_extinction,357,305,state-001-001-0000350.gz,350,TE-Interaction-Experiments/LLHHLLH-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLH-HH,2,9604642802603319887,te_extinction,707,314,state-002-001-0000700.gz,700,TE-Interaction-Experiments/LLHHLLH-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLH-HH,3,717836257336477719,te_extinction,633,266,state-003-001-0000600.gz,600,TE-Interaction-Experiments/LLHHLLH-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLH-HL,1,10923046575135240507,te_extinction,466,306,state-001-001-0000450.gz,450,TE-Interaction-Experiments/LLHHLLH-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLH-HL,2,11102648155477474679,te_extinction,263,286,state-002-001-0000250.gz,250,TE-Interaction-Experiments/LLHHLLH-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLH-HL,3,6573591781243502910,te_extinction,455,283,state-003-001-0000450.gz,450,TE-Interaction-Experiments/LLHHLLH-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLH-LH,1,15321994444381214847,te_extinction,795,299,state-001-001-0000750.gz,750,TE-Interaction-Experiments/LLHHLLH-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLH-LH,2,18359921280787911042,te_extinction,1304,272,state-002-001-0001300.gz,1300,TE-Interaction-Experiments/LLHHLLH-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLH-LH,3,17613561555826897945,te_extinction,592,302,state-003-001-0000550.gz,550,TE-Interaction-Experiments/LLHHLLH-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLH-LL,1,10038955817898629596,te_extinction,736,301,state-001-001-0000700.gz,700,TE-Interaction-Experiments/LLHHLLH-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLH-LL,2,13130043016012538444,te_extinction,529,285,state-002-001-0000500.gz,500,TE-Interaction-Experiments/LLHHLLH-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLH-LL,3,4491748733506713268,host_extinction,8,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLLH-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLH-Z,1,6933723288140032608,te_extinction,8,154,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLLH-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHLLH-Z,2,16919084749592459388,te_extinction,11,300,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLLH-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHLLH-Z,3,5822418680314598635,te_extinction,8,146,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLLH-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHLLL-HH,1,16756969040685096797,host_extinction,12,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLLL-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLL-HH,2,17321952069926319876,host_extinction,9,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLLL-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLL-HH,3,422029959897133033,te_extinction,352,22,state-003-001-0000350.gz,350,TE-Interaction-Experiments/LLHHLLL-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLL-HL,1,3988542994305334175,host_extinction,6,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLLL-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLL-HL,2,14378562013484728462,te_extinction,155,29,state-002-001-0000150.gz,150,TE-Interaction-Experiments/LLHHLLL-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLL-HL,3,7976373081850552662,host_extinction,5,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLLL-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLL-LH,1,14193738002459334527,host_extinction,8,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLLL-LH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLL-LH,2,16873460249597576633,te_extinction,381,28,state-002-001-0000350.gz,350,TE-Interaction-Experiments/LLHHLLL-LH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLL-LH,3,1013308072699479191,host_extinction,10,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLLL-LH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLL-LL,1,4263675257217724239,te_extinction,845,27,state-001-001-0000800.gz,800,TE-Interaction-Experiments/LLHHLLL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLL-LL,2,7947765918439369602,host_extinction,7,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLLL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLL-LL,3,18032237207790155537,host_extinction,5,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLLL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHHLLL-Z,1,8658561608930435929,host_extinction,6,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLLL-Z/provenance-001-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHLLL-Z,2,8297186409971813171,host_extinction,8,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLLL-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHHLLL-Z,3,1166207370780747368,te_extinction,7,27,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHHLLL-Z/provenance-003-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHLHHH-HH,1,646949114402340018,maximum_generations,1500,282,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/LLHLHHH-HH/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LLHLHHH-HH,2,16125838316082640504,maximum_generations,1500,281,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/LLHLHHH-HH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LLHLHHH-HH,3,13041562103071196829,maximum_generations,1500,323,state-003-002-0001500.gz,1500,TE-Interaction-Experiments/LLHLHHH-HH/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LLHLHHH-HL,1,38014901505469019,maximum_generations,1500,294,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/LLHLHHH-HL/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LLHLHHH-HL,2,644575781059171193,maximum_generations,1500,287,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/LLHLHHH-HL/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LLHLHHH-HL,3,4419924066419169275,checkpointed,1490,312,state-003-002-0001490.gz,1490,TE-Interaction-Experiments/LLHLHHH-HL/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LLHLHHH-LH,1,3558601286344962081,checkpointed,1023,294,state-001-002-0001023.gz,1023,TE-Interaction-Experiments/LLHLHHH-LH/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LLHLHHH-LH,2,9725054499199836269,checkpointed,1060,292,state-002-002-0001060.gz,1060,TE-Interaction-Experiments/LLHLHHH-LH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LLHLHHH-LH,3,16202230178800986698,checkpointed,994,332,state-003-002-0000994.gz,994,TE-Interaction-Experiments/LLHLHHH-LH/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LLHLHHH-LL,1,5682015371311325889,te_extinction,172,293,state-001-001-0000150.gz,150,TE-Interaction-Experiments/LLHLHHH-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHLHHH-LL,2,10387745347127464246,checkpointed,973,274,state-002-002-0000973.gz,973,TE-Interaction-Experiments/LLHLHHH-LL/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LLHLHHH-LL,3,16061034534812209997,checkpointed,1006,298,state-003-002-0001006.gz,1006,TE-Interaction-Experiments/LLHLHHH-LL/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LLHLHHH-Z,1,12613173739777559254,te_extinction,14,308,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHLHHH-Z/provenance-001-001.json,f9d0537629a4cacb6ed147d796121c399c460656
LLHLHHH-Z,2,4565429883736839339,host_extinction,18,0,state-002-001-0000000.gz,0,TE-Interaction-Experiments/LLHLHHH-Z/provenance-002-001.json,023a8f88fe52b0b77d91cc3ef72caf45cabbbecf
LLHLHHH-Z,3,9510567271303547621,running,,,state-003-002-0000000.gz,0,TE-Interaction-Experiments/LLHLHHH-Z/provenance-003-002.json,30dfefc808a1eac43e49401fdcce00260d5eafac
LLHLHHL-HH,1,15858019597010699125,maximum_generations,1500,29,state-001-001-0001500.gz,1500,TE-Interaction-Experiments/LLHLHHL-HH/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHLHHL-HH,2,17112165985254437480,maximum_generations,1500,28,state-002-001-0001500.gz,1500,TE-Interaction-Experiments/LLHLHHL-HH/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHLHHL-HH,3,11466362276425570581,maximum_generations,1500,31,state-003-001-0001500.gz,1500,TE-Interaction-Experiments/LLHLHHL-HH/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHLHHL-HL,1,6779687979696116285,maximum_generations,1500,25,state-001-001-0001500.gz,1500,TE-Interaction-Experiments/LLHLHHL-HL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHLHHL-HL,2,2296986937951735451,maximum_generations,1500,34,state-002-001-0001500.gz,1500,TE-Interaction-Experiments/LLHLHHL-HL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHLHHL-HL,3,8376721115741022876,maximum_generations,1500,23,state-003-001-0001500.gz,1500,TE-Interaction-Experiments/LLHLHHL-HL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHLHHL-LH,1,5095707784875300725,maximum_generations,1500,28,state-001-002-0001500.gz,1500,TE-Interaction-Experiments/LLHLHHL-LH/provenance-001-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LLHLHHL-LH,2,13932264968330201094,maximum_generations,1500,29,state-002-002-0001500.gz,1500,TE-Interaction-Experiments/LLHLHHL-LH/provenance-002-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LLHLHHL-LH,3,4751518326162552256,maximum_generations,1500,30,state-003-002-0001500.gz,1500,TE-Interaction-Experiments/LLHLHHL-LH/provenance-003-002.json,6d7e1d3095ad5913aa6640d26f7b0a69d284dacb
LLHLHHL-LL,1,5058151079104851618,te_extinction,297,32,state-001-001-0000250.gz,250,TE-Interaction-Experiments/LLHLHHL-LL/provenance-001-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHLHHL-LL,2,8368502535921655652,te_extinction,779,30,state-002-001-0000750.gz,750,TE-Interaction-Experiments/LLHLHHL-LL/provenance-002-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHLHHL-LL,3,18134978959332374644,host_extinction,16,0,state-003-001-0000000.gz,0,TE-Interaction-Experiments/LLHLHHL-LL/provenance-003-001.json,ee6a78f884798442b70624bf215292b2aadfdf8d
LLHLHHL-Z,1,9322604777464928018,host_extinction,12,0,state-001-001-0000000.gz,0,TE-Interaction-Experiments/LLHLHHL-Z/provenance-001-001.json,f9d0537629a4cacb6ed147d796121c399c460656
